,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
6646,cabela's dangerous hunts 2011,ps3,2010,sports,0.26,0.04,0.0,0.03,60.0,5.4,t,0.32999999999999996,подросткам 13—19 лет
6647,disgaea 2: cursed memories,ps2,2006,role-playing,0.09,0.07,0.15,0.02,84.0,6.4,t,0.33,подросткам 13—19 лет
6648,etrian odyssey,ds,2007,role-playing,0.19,0.02,0.09,0.02,75.0,8.5,t,0.32,подросткам 13—19 лет
6649,call of duty 2: big red one,gc,2005,shooter,0.25,0.07,0.0,0.01,76.0,7.9,t,0.33,подросткам 13—19 лет
6650,dragon ball z: extreme butoden,3ds,2015,fighting,0.12,0.03,0.16,0.02,61.0,6.6,t,0.33,подросткам 13—19 лет
6651,disgaea: hour of darkness,ps2,2003,role-playing,0.16,0.13,0.0,0.04,84.0,8.9,t,0.33,подросткам 13—19 лет
6652,neogeo battle coliseum,ps2,2005,fighting,0.16,0.13,0.0,0.04,66.0,8.8,t,0.33,подросткам 13—19 лет
6653,resonance of fate,x360,2010,role-playing,0.12,0.13,0.06,0.03,74.0,7.7,t,0.33999999999999997,подросткам 13—19 лет
6654,harry potter and the deathly hallows - part 2,wii,2011,action,0.17,0.13,0.0,0.03,47.0,6.6,t,0.33000000000000007,подросткам 13—19 лет
6655,capcom classics collection reloaded,psp,2006,misc,0.26,0.0,0.03,0.03,75.0,-1.0,t,0.32000000000000006,подросткам 13—19 лет
6656,def jam rapstar,wii,2010,misc,0.29,0.02,0.0,0.02,65.0,-1.0,t,0.33,подросткам 13—19 лет
6657,chicken riot,wii,2010,action,0.14,0.15,0.0,0.03,-1.0,-1.0,t,0.32000000000000006,подросткам 13—19 лет
6658,iron man 2,wii,2010,action,0.15,0.15,0.0,0.03,41.0,4.6,t,0.32999999999999996,подросткам 13—19 лет
6659,battlestations: pacific,x360,2009,strategy,0.17,0.11,0.01,0.03,76.0,7.4,t,0.32000000000000006,подросткам 13—19 лет
6660,def jam rapstar,ps3,2010,misc,0.25,0.04,0.0,0.03,75.0,6.3,t,0.31999999999999995,подросткам 13—19 лет
6661,kinetica,ps2,2001,racing,0.16,0.12,0.0,0.04,77.0,8.3,t,0.32,подросткам 13—19 лет
6662,the black eyed peas experience,x360,2011,misc,0.2,0.1,0.0,0.03,66.0,5.8,t,0.33000000000000007,подросткам 13—19 лет
6663,marvel: ultimate alliance 2,wii,2009,role-playing,0.25,0.05,0.0,0.03,50.0,5.2,t,0.32999999999999996,подросткам 13—19 лет
6664,dragon ball: xenoverse,xone,2015,fighting,0.18,0.11,0.0,0.03,67.0,7.2,t,0.31999999999999995,подросткам 13—19 лет
6665,eternal sonata,x360,2007,role-playing,0.19,0.04,0.08,0.02,79.0,7.9,t,0.33,подросткам 13—19 лет
6666,final fantasy xi,ps2,2077,role-playing,0.08,0.06,0.15,0.02,85.0,6.9,t,0.31000000000000005,подросткам 13—19 лет
6667,overlord ii,x360,2009,action,0.15,0.14,0.0,0.03,75.0,7.2,t,0.32000000000000006,подросткам 13—19 лет
6668,batman: arkham asylum,pc,2009,action,0.0,0.28,0.0,0.05,91.0,8.7,t,0.33,подросткам 13—19 лет
6669,"warhammer 40,000: squad command",psp,2007,strategy,0.11,0.13,0.0,0.08,67.0,7.6,t,0.32,подросткам 13—19 лет
6670,tony hawk's american wasteland,x360,2005,sports,0.28,0.01,0.0,0.03,75.0,7.2,t,0.32000000000000006,подросткам 13—19 лет
6671,prince of persia: the sands of time,gc,2003,action,0.25,0.06,0.0,0.01,92.0,8.4,t,0.32,подросткам 13—19 лет
6672,harry potter and the deathly hallows - part 2,ps3,2011,action,0.14,0.13,0.0,0.05,43.0,5.7,t,0.32,подросткам 13—19 лет
6673,world of warcraft: legion,pc,2016,role-playing,0.13,0.16,0.0,0.03,88.0,7.5,t,0.32000000000000006,подросткам 13—19 лет
6674,hatsune miku: project diva f 2nd,psv,2014,misc,0.08,0.05,0.16,0.04,81.0,8.4,t,0.33,подросткам 13—19 лет
6675,bleach: shattered blade,wii,2006,fighting,0.21,0.01,0.08,0.02,58.0,7.5,t,0.32,подросткам 13—19 лет
6676,persona 4: dancing all night,psv,2015,misc,0.09,0.04,0.15,0.04,76.0,8.6,t,0.32,подросткам 13—19 лет
6677,ultimate fighting championship: throwdown,ps2,2002,fighting,0.16,0.12,0.0,0.04,68.0,8.0,t,0.32,подросткам 13—19 лет
6678,folklore,ps3,2007,role-playing,0.2,0.04,0.05,0.03,75.0,8.2,t,0.32000000000000006,подросткам 13—19 лет
6679,cabela's dangerous hunts 2011,x360,2010,sports,0.28,0.01,0.0,0.02,55.0,-1.0,t,0.31000000000000005,подросткам 13—19 лет
6680,marvel nemesis: rise of the imperfects,psp,2005,fighting,0.29,0.0,0.0,0.02,58.0,8.7,t,0.31,подросткам 13—19 лет
6681,dj hero,ps2,2009,misc,0.1,0.02,0.0,0.2,87.0,6.4,t,0.32,подросткам 13—19 лет
6682,tekken 6,psp,2009,fighting,0.15,0.03,0.1,0.03,82.0,8.2,t,0.31000000000000005,подросткам 13—19 лет
6683,chicken blaster,wii,2009,shooter,0.29,0.0,0.0,0.02,-1.0,-1.0,t,0.31,подросткам 13—19 лет
6684,dynasty warriors 4 empires,ps2,2004,action,0.0,0.0,0.32,0.0,71.0,8.8,t,0.32,подросткам 13—19 лет
6685,shenmue ii,xb,2002,adventure,0.22,0.08,0.0,0.01,80.0,9.3,t,0.31,подросткам 13—19 лет
6686,overlord ii,ps3,2009,action,0.11,0.15,0.0,0.06,72.0,7.6,t,0.32,подросткам 13—19 лет
6687,blazblue: continuum shift,x360,2010,fighting,0.23,0.04,0.02,0.02,85.0,8.7,t,0.31000000000000005,подросткам 13—19 лет
6688,batman: arkham origins,pc,2013,action,0.13,0.16,0.0,0.02,74.0,7.5,t,0.31000000000000005,подросткам 13—19 лет
6689,fate/extra,psp,2010,role-playing,0.18,0.01,0.1,0.03,58.0,8.1,t,0.32000000000000006,подросткам 13—19 лет
6690,the matrix: path of neo,xb,2005,action,0.23,0.07,0.0,0.01,73.0,7.3,t,0.31000000000000005,подросткам 13—19 лет
6691,batman: arkham origins,wiiu,2013,action,0.19,0.09,0.0,0.03,68.0,7.4,t,0.31000000000000005,подросткам 13—19 лет
6692,shin megami tensei: devil survivor 2,ds,2011,role-playing,0.16,0.01,0.12,0.01,79.0,8.8,t,0.30000000000000004,подросткам 13—19 лет
6693,tropico 5,ps4,2015,simulation,0.06,0.16,0.06,0.04,76.0,7.1,t,0.32,подросткам 13—19 лет
6694,kiss pinball,ps,2001,action,0.17,0.12,0.0,0.02,26.0,3.8,t,0.31000000000000005,подросткам 13—19 лет
6695,dark void,x360,2010,action,0.19,0.09,0.0,0.03,59.0,6.0,t,0.31000000000000005,подросткам 13—19 лет
6696,star wars jedi knight ii: jedi outcast,xb,2077,shooter,0.23,0.07,0.0,0.01,81.0,6.8,t,0.31000000000000005,подросткам 13—19 лет
6697,clash of the titans,ps3,2010,action,0.09,0.15,0.01,0.05,41.0,1.7,t,0.3,подросткам 13—19 лет
6698,pandora's tower,wii,2011,role-playing,0.11,0.1,0.08,0.02,73.0,8.0,t,0.31000000000000005,подросткам 13—19 лет
6699,the incredible hulk,wii,2008,action,0.28,0.01,0.0,0.02,46.0,-1.0,t,0.31000000000000005,подросткам 13—19 лет
6700,cabela's outdoor adventures (2009),wii,2009,sports,0.28,0.0,0.0,0.02,-1.0,7.8,t,0.30000000000000004,подросткам 13—19 лет
6701,tron: evolution,x360,2010,action,0.24,0.05,0.0,0.02,58.0,6.0,t,0.31,подросткам 13—19 лет
6702,bruce lee: quest of the dragon,xb,2002,fighting,0.23,0.07,0.0,0.01,32.0,2.4,t,0.31000000000000005,подросткам 13—19 лет
6703,dragon ball z: battle of z,ps3,2014,fighting,0.1,0.1,0.06,0.04,54.0,5.3,t,0.3,подросткам 13—19 лет
6704,orphen: scion of sorcery,ps2,2000,role-playing,0.15,0.12,0.0,0.04,54.0,5.8,t,0.31,подросткам 13—19 лет
6705,contra 4,ds,2007,shooter,0.28,0.0,0.01,0.02,83.0,8.4,t,0.31000000000000005,подросткам 13—19 лет
6706,blazblue: chrono phantasma,ps3,2013,fighting,0.14,0.0,0.14,0.03,83.0,8.3,t,0.31000000000000005,подросткам 13—19 лет
6707,chaos legion,ps2,2003,action,0.15,0.12,0.0,0.04,65.0,8.2,t,0.31,подросткам 13—19 лет
6708,naruto shippuden: ultimate ninja storm 4,xone,2016,fighting,0.21,0.07,0.0,0.03,81.0,8.5,t,0.31000000000000005,подросткам 13—19 лет
6709,the king of fighters xiii,ps3,2011,fighting,0.17,0.06,0.04,0.03,77.0,8.2,t,0.30000000000000004,подросткам 13—19 лет
6710,tom clancy's splinter cell 3d,3ds,2011,action,0.14,0.07,0.07,0.02,53.0,5.5,t,0.30000000000000004,подросткам 13—19 лет
6711,magna carta 2,x360,2009,role-playing,0.13,0.07,0.07,0.02,69.0,7.0,t,0.29000000000000004,подросткам 13—19 лет
6712,final fantasy xi: wings of the goddess,x360,2007,role-playing,0.26,0.0,0.02,0.02,63.0,5.8,t,0.30000000000000004,подросткам 13—19 лет
6713,army men: air attack 2,ps,2000,action,0.17,0.11,0.0,0.02,74.0,5.3,t,0.30000000000000004,подросткам 13—19 лет
6714,eternal ring,ps2,2000,role-playing,0.1,0.07,0.1,0.03,62.0,5.3,t,0.30000000000000004,подросткам 13—19 лет
6715,dynasty warriors 6,x360,2007,action,0.15,0.06,0.06,0.02,60.0,7.4,t,0.29000000000000004,подросткам 13—19 лет
6716,showdown: legends of wrestling,ps2,2004,fighting,0.15,0.11,0.0,0.04,55.0,6.1,t,0.3,подросткам 13—19 лет
6717,sword art online: hollow fragment,psv,2014,role-playing,0.0,0.0,0.3,0.0,67.0,7.6,t,0.3,подросткам 13—19 лет
6718,the sims 2: pets,ps2,2006,simulation,0.02,0.01,0.0,0.27,68.0,8.0,t,0.30000000000000004,подросткам 13—19 лет
6719,mlb slugfest loaded,ps2,2004,sports,0.14,0.11,0.0,0.04,77.0,9.5,t,0.29,подросткам 13—19 лет
6720,capcom classics collection remixed,psp,2006,misc,0.27,0.0,0.0,0.02,72.0,7.0,t,0.29000000000000004,подросткам 13—19 лет
6721,spider-man 3,psp,2007,platform,0.01,0.23,0.0,0.05,52.0,7.4,t,0.29000000000000004,подросткам 13—19 лет
6722,grandia ii,ps2,2002,role-playing,0.14,0.11,0.0,0.04,71.0,8.6,t,0.29,подросткам 13—19 лет
6723,guitar hero: van halen,x360,2009,misc,0.16,0.1,0.0,0.03,57.0,5.8,t,0.29000000000000004,подросткам 13—19 лет
6724,the sims 2,pc,2004,simulation,0.02,0.24,0.0,0.04,90.0,8.8,t,0.3,подросткам 13—19 лет
6725,def jam rapstar,x360,2010,misc,0.25,0.02,0.0,0.02,74.0,5.4,t,0.29000000000000004,подросткам 13—19 лет
6726,outlaw golf,xb,2002,sports,0.22,0.06,0.0,0.01,72.0,6.9,t,0.29000000000000004,подросткам 13—19 лет
6727,lupin the 3rd: treasure of the sorcerer king,ps2,2002,adventure,0.02,0.02,0.25,0.01,67.0,-1.0,t,0.3,подросткам 13—19 лет
6728,winback: covert operations,ps2,2000,shooter,0.14,0.11,0.0,0.04,66.0,7.7,t,0.29,подросткам 13—19 лет
6729,need for speed: most wanted,pc,2005,racing,0.02,0.23,0.0,0.04,82.0,8.5,t,0.29,подросткам 13—19 лет
6730,front mission evolved,ps3,2010,shooter,0.09,0.06,0.11,0.03,58.0,6.0,t,0.29000000000000004,подросткам 13—19 лет
6731,ultimate marvel vs. capcom 3,psv,2011,fighting,0.17,0.08,0.0,0.04,80.0,7.7,t,0.29,подросткам 13—19 лет
6732,little king's story,wii,2009,strategy,0.14,0.1,0.02,0.02,87.0,8.8,t,0.28,подросткам 13—19 лет
6733,dynasty warriors: strikeforce,ps3,2009,action,0.11,0.07,0.07,0.03,64.0,7.3,t,0.28,подросткам 13—19 лет
6734,flatout: head on,psp,2008,racing,0.13,0.1,0.0,0.06,74.0,8.2,t,0.29000000000000004,подросткам 13—19 лет
6735,heroes of the pacific,ps2,2005,simulation,0.14,0.11,0.0,0.04,76.0,8.4,t,0.29,подросткам 13—19 лет
6736,prince of persia: rival swords,wii,2007,action,0.24,0.02,0.0,0.02,70.0,7.7,t,0.28,подросткам 13—19 лет
6737,the lord of the rings: the third age,gc,2004,role-playing,0.22,0.06,0.0,0.01,74.0,7.8,t,0.29000000000000004,подросткам 13—19 лет
6738,trace memory,ds,2005,adventure,0.15,0.01,0.12,0.01,70.0,8.1,t,0.29000000000000004,подросткам 13—19 лет
6739,x-men legends ii: rise of apocalypse,psp,2005,role-playing,0.25,0.01,0.0,0.02,84.0,8.2,t,0.28,подросткам 13—19 лет
6740,trauma center: new blood,wii,2007,simulation,0.22,0.04,0.01,0.02,77.0,8.0,t,0.29000000000000004,подросткам 13—19 лет
6741,starhawk,ps3,2012,action,0.18,0.05,0.03,0.03,77.0,7.8,t,0.29000000000000004,подросткам 13—19 лет
6742,pirates of the caribbean,xb,2003,role-playing,0.22,0.06,0.0,0.01,65.0,7.4,t,0.29000000000000004,подросткам 13—19 лет
6743,ace combat: joint assault,psp,2010,simulation,0.06,0.05,0.15,0.03,71.0,7.2,t,0.29000000000000004,подросткам 13—19 лет
6744,turning point: fall of liberty,x360,2008,shooter,0.23,0.04,0.0,0.02,43.0,6.8,t,0.29000000000000004,подросткам 13—19 лет
6745,karaoke revolution glee: volume 3,wii,2011,misc,0.23,0.04,0.0,0.02,-1.0,-1.0,t,0.29000000000000004,подросткам 13—19 лет
6746,"sakura wars: so long, my love",ps2,2005,role-playing,0.07,0.05,0.15,0.02,81.0,7.3,t,0.29000000000000004,подросткам 13—19 лет
6747,dynasty tactics,ps2,2002,strategy,0.06,0.05,0.16,0.02,79.0,8.1,t,0.29000000000000004,подросткам 13—19 лет
6748,disgaea 5: alliance of vengeance,ps4,2015,role-playing,0.11,0.08,0.06,0.04,80.0,8.1,t,0.29,подросткам 13—19 лет
6749,sengoku basara: samurai heroes,wii,2010,action,0.06,0.01,0.2,0.01,65.0,8.8,t,0.28,подросткам 13—19 лет
6750,warriors orochi 2,psp,2008,action,0.06,0.0,0.22,0.01,56.0,7.5,t,0.29000000000000004,подросткам 13—19 лет
6751,feel the magic xy/xx,ds,2004,puzzle,0.17,0.0,0.1,0.02,75.0,8.1,t,0.29000000000000004,подросткам 13—19 лет
6752,world of tanks,pc,2011,shooter,0.0,0.23,0.0,0.05,80.0,3.7,t,0.28,подросткам 13—19 лет
6753,majin and the forsaken kingdom,ps3,2010,adventure,0.09,0.13,0.01,0.05,72.0,7.9,t,0.28,подросткам 13—19 лет
6754,singstar country,ps2,2008,misc,0.14,0.11,0.0,0.04,75.0,-1.0,t,0.29,подросткам 13—19 лет
6755,dragon ball z: budokai tenkaichi 2,wii,2006,fighting,0.24,0.03,0.0,0.02,72.0,8.5,t,0.29000000000000004,подросткам 13—19 лет
6756,haven: call of the king,ps2,2077,platform,0.14,0.11,0.0,0.04,69.0,6.9,t,0.29,подросткам 13—19 лет
6757,street hoops,xb,2002,sports,0.21,0.06,0.0,0.01,58.0,8.0,t,0.28,подросткам 13—19 лет
6758,r: racing evolution,ps2,2003,racing,0.14,0.11,0.0,0.04,66.0,6.2,t,0.29,подросткам 13—19 лет
6759,hatsune miku: project diva f,ps3,2013,misc,0.08,0.0,0.19,0.02,73.0,8.4,t,0.29000000000000004,подросткам 13—19 лет
6760,marvel nemesis: rise of the imperfects,xb,2005,fighting,0.21,0.06,0.0,0.01,58.0,7.5,t,0.28,подросткам 13—19 лет
6761,viewtiful joe,ps2,2004,action,0.14,0.11,0.0,0.04,90.0,8.5,t,0.29,подросткам 13—19 лет
6762,deathsmiles,x360,2009,shooter,0.15,0.06,0.05,0.02,76.0,8.4,t,0.28,подросткам 13—19 лет
6763,fable: the journey,x360,2012,role-playing,0.18,0.08,0.0,0.02,61.0,4.8,t,0.28,подросткам 13—19 лет
6764,bladestorm: the hundred years' war,ps3,2007,action,0.1,0.03,0.14,0.02,58.0,7.9,t,0.29000000000000004,подросткам 13—19 лет
6765,chromehounds,x360,2006,simulation,0.24,0.0,0.01,0.02,71.0,7.0,t,0.27,подросткам 13—19 лет
6766,kung fu chaos,xb,2003,fighting,0.21,0.06,0.0,0.01,68.0,8.5,t,0.28,подросткам 13—19 лет
6767,pirates of the caribbean: dead man's chest,psp,2006,adventure,0.25,0.0,0.0,0.02,52.0,8.0,t,0.27,подросткам 13—19 лет
6768,transformers: dark of the moon,x360,2011,action,0.13,0.12,0.0,0.03,59.0,6.7,t,0.28,подросткам 13—19 лет
6769,assassin's creed ii: discovery,ds,2009,action,0.15,0.11,0.0,0.03,69.0,7.3,t,0.29000000000000004,подросткам 13—19 лет
6770,syphon filter: dark mirror,ps2,2007,shooter,0.14,0.11,0.0,0.04,70.0,7.8,t,0.29,подросткам 13—19 лет
6771,mission: impossible - operation surma,ps2,2003,platform,0.14,0.11,0.0,0.04,64.0,7.8,t,0.29,подросткам 13—19 лет
6772,guitar hero: van halen,wii,2009,misc,0.13,0.12,0.0,0.03,50.0,5.2,t,0.28,подросткам 13—19 лет
6773,dead or alive,ps,1998,fighting,0.09,0.06,0.1,0.02,84.0,8.6,t,0.27,подросткам 13—19 лет
6774,wild arms 5,ps2,2006,role-playing,0.14,0.11,0.0,0.04,71.0,7.5,t,0.29,подросткам 13—19 лет
6775,el shaddai: ascension of the metatron,ps3,2011,action,0.11,0.06,0.08,0.03,78.0,7.5,t,0.28,подросткам 13—19 лет
6776,"the chronicles of narnia: the lion, the witch and the wardrobe",gc,2077,action,0.22,0.06,0.0,0.01,71.0,-1.0,t,0.29000000000000004,подросткам 13—19 лет
6777,kenka bancho: badass rumble,psp,2008,action,0.06,0.0,0.2,0.01,70.0,7.5,t,0.27,подросткам 13—19 лет
6778,cabela's big game hunter 2012,x360,2011,sports,0.24,0.02,0.0,0.02,-1.0,-1.0,t,0.28,подросткам 13—19 лет
6779,mister mosquito,ps2,2001,shooter,0.05,0.04,0.17,0.01,65.0,4.9,t,0.27,подросткам 13—19 лет
6780,virtua fighter 5 online,x360,2007,fighting,0.2,0.02,0.03,0.02,89.0,7.6,t,0.27,подросткам 13—19 лет
6781,indiana jones and the staff of kings,ps2,2009,action,0.11,0.01,0.0,0.16,55.0,7.5,t,0.28,подросткам 13—19 лет
6782,deer hunter,ps2,2003,sports,0.14,0.11,0.0,0.04,-1.0,8.5,t,0.29,подросткам 13—19 лет
6783,dave mirra freestyle bmx 2,gc,2001,sports,0.21,0.06,0.0,0.01,78.0,7.7,t,0.28,подросткам 13—19 лет
6784,one piece: unlimited world red,ps3,2014,action,0.09,0.1,0.06,0.04,71.0,7.3,t,0.29,подросткам 13—19 лет
6785,summer heat beach volleyball,ps2,2003,sports,0.14,0.11,0.0,0.04,65.0,7.7,t,0.29,подросткам 13—19 лет
6786,castlevania: aria of sorrow,gba,2003,platform,0.2,0.07,0.0,0.0,91.0,9.1,t,0.27,подросткам 13—19 лет
6787,cabela's trophy bucks,ps2,2007,sports,0.13,0.11,0.0,0.04,-1.0,-1.0,t,0.27999999999999997,подросткам 13—19 лет
6788,guitar hero: van halen,ps3,2009,misc,0.14,0.09,0.0,0.04,59.0,4.7,t,0.27,подросткам 13—19 лет
6789,dragon ball z: budokai 2,gc,2004,fighting,0.21,0.06,0.0,0.01,66.0,5.8,t,0.28,подросткам 13—19 лет
6790,rock revolution,x360,2008,misc,0.25,0.0,0.0,0.02,38.0,5.1,t,0.27,подросткам 13—19 лет
6791,wwii aces,wii,2008,simulation,0.25,0.0,0.0,0.02,41.0,5.4,t,0.27,подросткам 13—19 лет
6792,guitar hero live,ps3,2015,misc,0.11,0.12,0.0,0.04,-1.0,5.1,t,0.26999999999999996,подросткам 13—19 лет
6793,pro race driver,ps2,2002,racing,0.13,0.1,0.0,0.03,81.0,8.5,t,0.26,подросткам 13—19 лет
6794,baten kaitos: eternal wings and the lost ocean,gc,2003,role-playing,0.21,0.05,0.0,0.01,80.0,9.0,t,0.27,подросткам 13—19 лет
6795,iron man 2,x360,2010,action,0.15,0.09,0.0,0.03,41.0,5.9,t,0.27,подросткам 13—19 лет
6796,disgaea 3: absence of detention,psv,2077,role-playing,0.11,0.05,0.07,0.03,78.0,7.6,t,0.26,подросткам 13—19 лет
6797,rocky: legends,ps2,2004,action,0.13,0.1,0.0,0.03,65.0,8.6,t,0.26,подросткам 13—19 лет
6798,remington super slam hunting: africa,wii,2010,sports,0.25,0.0,0.0,0.02,-1.0,-1.0,t,0.27,подросткам 13—19 лет
6799,fullmetal alchemist 2: curse of the crimson elixir,ps2,2004,role-playing,0.13,0.1,0.0,0.03,67.0,8.4,t,0.26,подросткам 13—19 лет
6800,lightning returns: final fantasy xiii,x360,2013,role-playing,0.15,0.08,0.01,0.02,69.0,6.6,t,0.26,подросткам 13—19 лет
